gene,logP
ENSG00000118094,1.2
ENSG00000118096,-0.8
ENSG00000118113,0
ENSG00000118137,-0.1
ENSG00000118156,-0.6
ENSG00000118160,0.8
ENSG00000118162,0.4
ENSG00000118181,0
ENSG00000118193,-0.2
ENSG00000118194,NA
ENSG00000118197,1.9
ENSG00000118200,0.3
ENSG00000118217,0.3
ENSG00000118231,NA
ENSG00000118242,-0.5
ENSG00000118245,NA
ENSG00000118246,0.1
ENSG00000118257,7.3
ENSG00000118260,-1.4
ENSG00000118263,1
ENSG00000118271,NA
ENSG00000118276,0.1
ENSG00000118292,-0.3
ENSG00000118298,0.4
ENSG00000118307,-1.3
ENSG00000118308,-0.9
ENSG00000118322,NA
ENSG00000118363,0.8
ENSG00000118369,-1.2
ENSG00000118402,-0.5
ENSG00000118407,-0.9
ENSG00000118412,0.2
ENSG00000118418,-0.9
ENSG00000118420,-1.2
ENSG00000118432,0.7
ENSG00000118434,NA
ENSG00000118454,4.2
ENSG00000118473,0
ENSG00000118482,-0.4
ENSG00000118491,0.2
ENSG00000118492,-0.1
ENSG00000118495,-0.4
ENSG00000118496,0.6
ENSG00000118503,4.6
ENSG00000118507,7.3
ENSG00000118508,-1.3
ENSG00000118513,-0.4
ENSG00000118514,-0.4
ENSG00000118515,2.5
ENSG00000118518,0
ENSG00000118520,0.3
ENSG00000118523,1.6
ENSG00000118526,1.8
ENSG00000118557,0.5
ENSG00000118564,0.2
ENSG00000118579,2.9
ENSG00000118596,0.9
ENSG00000118600,0.2
ENSG00000118620,0.1
ENSG00000118640,-0.9
ENSG00000118655,1.5
ENSG00000118680,3.1
ENSG00000118689,10
ENSG00000118690,1.3
ENSG00000118702,NA
ENSG00000118705,0.2
ENSG00000118707,-4.2
ENSG00000118729,-0.1
ENSG00000118733,NA
ENSG00000118762,3.3
ENSG00000118777,-0.7
ENSG00000118785,0.2
ENSG00000118804,0.4
ENSG00000118816,0.2
ENSG00000118849,0.1
ENSG00000118855,-0.3
ENSG00000118873,0
ENSG00000118894,0
ENSG00000118898,0
ENSG00000118900,0.8
ENSG00000118903,NA
ENSG00000118922,-0.2
ENSG00000118939,-0.1
ENSG00000118946,-0.3
ENSG00000118960,1.4
ENSG00000118961,-0.6
ENSG00000118965,0.5
ENSG00000118971,-1.5
ENSG00000118972,NA
ENSG00000118976,0.7
ENSG00000118985,0.7
ENSG00000118990,0.5
ENSG00000118997,-1.2
ENSG00000119004,0.3
ENSG00000119013,0.1
ENSG00000119041,0.1
ENSG00000119042,0
ENSG00000119048,1.5
ENSG00000119121,-0.1
ENSG00000119125,-0.1
ENSG00000119138,10
ENSG00000119139,10
ENSG00000119147,0.2
ENSG00000119185,0.9
ENSG00000119203,0.2
ENSG00000119227,1.2
ENSG00000119231,0.9
ENSG00000119242,-0.8
ENSG00000119280,1.1
ENSG00000119283,-0.2
ENSG00000119285,0.7
ENSG00000119314,0.4
ENSG00000119318,1.7
ENSG00000119321,0
ENSG00000119326,0.4
ENSG00000119328,-0.4
ENSG00000119333,-0.9
ENSG00000119335,0.1
ENSG00000119383,-0.5
ENSG00000119392,2.3
ENSG00000119396,0.1
ENSG00000119397,-1.9
ENSG00000119401,0.3
ENSG00000119402,0.3
ENSG00000119403,-0.3
ENSG00000119408,-1.9
ENSG00000119411,-0.2
ENSG00000119414,0.4
ENSG00000119421,0.4
ENSG00000119431,-0.2
ENSG00000119440,NA
ENSG00000119446,0.6
ENSG00000119457,-0.2
ENSG00000119471,1.3
ENSG00000119487,0.7
ENSG00000119508,9.9
ENSG00000119509,-0.3
ENSG00000119514,-2.5
ENSG00000119522,0
ENSG00000119523,3.8
ENSG00000119535,NA
ENSG00000119537,2.9
ENSG00000119541,4.8
ENSG00000119547,-0.4
ENSG00000119559,0.7
ENSG00000119574,0.2
ENSG00000119596,0.1
ENSG00000119599,0
ENSG00000119608,-2.9
ENSG00000119614,NA
ENSG00000119616,0.1
ENSG00000119630,-2.4
ENSG00000119632,-0.5
ENSG00000119636,-0.3
ENSG00000119638,0
ENSG00000119640,-1.6
ENSG00000119650,0.6
ENSG00000119655,-0.3
ENSG00000119660,NA
ENSG00000119661,0.6
ENSG00000119669,-0.2
ENSG00000119673,5.9
ENSG00000119681,-1.3
ENSG00000119682,0.7
ENSG00000119684,-0.5
ENSG00000119685,0.3
ENSG00000119686,1
ENSG00000119688,-1.2
ENSG00000119689,1.2
ENSG00000119698,0
ENSG00000119699,0.3
ENSG00000119703,-3.8
ENSG00000119705,0.2
ENSG00000119707,-0.4
ENSG00000119711,9.2
ENSG00000119714,-10
ENSG00000119715,0.3
ENSG00000119718,-1.8
ENSG00000119720,-0.6
ENSG00000119723,-0.5
ENSG00000119725,-0.4
ENSG00000119729,1.5
ENSG00000119737,-0.1
ENSG00000119760,-0.8
ENSG00000119771,1.7
ENSG00000119772,-5
ENSG00000119777,1.3
ENSG00000119778,-0.2
ENSG00000119782,0.5
ENSG00000119787,1.6
ENSG00000119801,1
ENSG00000119812,0.2
ENSG00000119820,1.5
ENSG00000119844,0.1
ENSG00000119862,-0.1
ENSG00000119865,0.5
ENSG00000119866,-0.6
ENSG00000119878,0.1
ENSG00000119888,0.6
ENSG00000119899,1.5
ENSG00000119900,3.1
ENSG00000119906,-1.1
ENSG00000119912,-0.2
ENSG00000119913,0.1
ENSG00000119915,0.4
ENSG00000119917,-0.1
ENSG00000119919,NA
ENSG00000119922,-2
ENSG00000119927,0.3
ENSG00000119929,0.1
ENSG00000119938,-1.9
ENSG00000119943,-2.6
ENSG00000119946,0.7
ENSG00000119950,0.7
ENSG00000119953,2.6
ENSG00000119965,-0.1
ENSG00000119969,-0.6
ENSG00000119973,NA
ENSG00000119977,-2.5
ENSG00000119979,1.6
ENSG00000119986,0.3
ENSG00000120008,1.7
ENSG00000120029,0.4
ENSG00000120049,-0.4
ENSG00000120051,0.5
ENSG00000120053,0.1
ENSG00000120054,NA
ENSG00000120055,0.2
ENSG00000120057,0.1
ENSG00000120063,0.2
ENSG00000120068,-0.1
ENSG00000120071,-0.2
ENSG00000120075,0
ENSG00000120088,NA
ENSG00000120093,-0.4
ENSG00000120094,NA
ENSG00000120129,10
ENSG00000120137,-0.4
ENSG00000120149,-1.3
ENSG00000120156,-0.8
ENSG00000120158,0.3
ENSG00000120159,-0.4
ENSG00000120160,NA
ENSG00000120162,9.7
ENSG00000120210,NA
ENSG00000120211,0.1
ENSG00000120215,0
ENSG00000120217,-3.3
ENSG00000120235,NA
ENSG00000120242,0
ENSG00000120251,0.2
ENSG00000120253,0
ENSG00000120254,-2.1
ENSG00000120256,-0.3
ENSG00000120262,0.5
ENSG00000120265,2.4
ENSG00000120278,-1.3
ENSG00000120279,-0.2
ENSG00000120280,NA
ENSG00000120289,NA
ENSG00000120306,0.6
ENSG00000120314,0.1
ENSG00000120318,-3.3
ENSG00000120322,-0.6
ENSG00000120324,-0.4
ENSG00000120327,-0.5
ENSG00000120328,-0.6
ENSG00000120329,0.1
ENSG00000120332,-0.1
ENSG00000120333,-0.3
ENSG00000120334,-1
ENSG00000120337,0
ENSG00000120341,-0.6
ENSG00000120370,-3.8
ENSG00000120436,NA
ENSG00000120437,0.7
ENSG00000120438,0.5
ENSG00000120440,NA
ENSG00000120451,0.1
ENSG00000120457,-0.4
ENSG00000120458,-0.5
ENSG00000120471,NA
ENSG00000120498,0
ENSG00000120500,-0.2
ENSG00000120509,-0.4
ENSG00000120519,0.2
ENSG00000120526,6.9
ENSG00000120533,0.9
ENSG00000120539,0.3
ENSG00000120549,-1.2
ENSG00000120555,0.1
ENSG00000120563,NA
ENSG00000120586,1.2
ENSG00000120594,1.4
ENSG00000120616,-0.3
ENSG00000120645,-0.3
ENSG00000120647,-0.4
ENSG00000120656,-0.8
ENSG00000120658,0.1
ENSG00000120659,NA
ENSG00000120662,0.1
ENSG00000120664,0.4
ENSG00000120669,0
ENSG00000120675,1.4
ENSG00000120685,-0.1
ENSG00000120686,0.4
ENSG00000120688,2.6
ENSG00000120690,10
ENSG00000120693,-0.5
ENSG00000120694,-0.8
ENSG00000120696,-3.5
ENSG00000120697,1.5
ENSG00000120699,-0.6
ENSG00000120705,2.5
ENSG00000120708,-0.4
ENSG00000120709,-0.2
ENSG00000120725,-0.5
ENSG00000120727,1.1
ENSG00000120729,0.1
ENSG00000120733,0.1
ENSG00000120738,-1.6
ENSG00000120742,-0.1
ENSG00000120756,-1.2
ENSG00000120784,0.6
ENSG00000120798,0.5
ENSG00000120800,2.5
ENSG00000120802,-2.8
ENSG00000120805,-1
ENSG00000120820,-1.2
ENSG00000120832,2
ENSG00000120833,-0.3
ENSG00000120837,2.8
ENSG00000120860,-0.2
ENSG00000120868,0.3
ENSG00000120875,0
ENSG00000120885,-0.4
ENSG00000120889,-1.5
ENSG00000120896,1.9
ENSG00000120899,2.5
ENSG00000120903,0.1
ENSG00000120907,0.2
ENSG00000120910,1.7
ENSG00000120913,0.4
ENSG00000120915,-0.6
ENSG00000120925,0.6
ENSG00000120937,NA
ENSG00000120942,5.3
ENSG00000120948,-1.1
ENSG00000120949,0
ENSG00000120952,NA
ENSG00000120963,-0.6
ENSG00000120992,1.8
ENSG00000121005,0.1
ENSG00000121022,-0.8
ENSG00000121039,-0.1
ENSG00000121053,0
ENSG00000121057,0.4
ENSG00000121058,0.1
ENSG00000121060,0
ENSG00000121064,-0.2
ENSG00000121067,0.2
ENSG00000121068,1.2
ENSG00000121073,0.6
ENSG00000121075,0.2
ENSG00000121089,-0.1
ENSG00000121101,0
ENSG00000121104,-2.7
ENSG00000121152,0.3
ENSG00000121207,-0.1
ENSG00000121210,-4.4
ENSG00000121211,0.1
ENSG00000121236,-0.8
ENSG00000121270,0
ENSG00000121274,0.7
ENSG00000121281,-0.3
ENSG00000121289,0.1
ENSG00000121297,-1.2
ENSG00000121310,-0.9
ENSG00000121314,NA
ENSG00000121316,-0.3
ENSG00000121318,-0.3
ENSG00000121335,-0.2
ENSG00000121350,0.3
ENSG00000121351,NA
ENSG00000121361,3
ENSG00000121377,NA
ENSG00000121380,0
ENSG00000121381,0.1
ENSG00000121388,NA
ENSG00000121390,0.1
ENSG00000121406,-1.6
ENSG00000121410,-0.3
ENSG00000121413,-0.3
ENSG00000121417,-2.6
ENSG00000121440,0
ENSG00000121446,NA
ENSG00000121454,-1.8
ENSG00000121481,-1.2
ENSG00000121486,-0.4
ENSG00000121542,-0.6
ENSG00000121552,-0.3
ENSG00000121570,-0.1
ENSG00000121577,-0.5
ENSG00000121578,0.4
ENSG00000121579,0.1
ENSG00000121594,-0.3
ENSG00000121621,-3.6
ENSG00000121634,NA
ENSG00000121644,1
ENSG00000121653,-2.9
ENSG00000121671,-0.6
ENSG00000121680,1.4
ENSG00000121690,-2.4
ENSG00000121691,4.1
ENSG00000121716,1.3
ENSG00000121741,0.2
ENSG00000121742,NA
ENSG00000121743,-0.8
ENSG00000121749,0.3
ENSG00000121753,-4.1
ENSG00000121764,0.6
ENSG00000121766,-0.3
ENSG00000121769,-1.4
ENSG00000121774,-0.8
ENSG00000121775,-0.7
ENSG00000121797,NA
ENSG00000121807,NA
ENSG00000121848,1.4
ENSG00000121851,1.1
ENSG00000121853,NA
ENSG00000121858,-2.9
ENSG00000121864,-0.1
ENSG00000121871,NA
ENSG00000121879,6.2
ENSG00000121892,2.4
ENSG00000121895,0.2
ENSG00000121897,-1.4
ENSG00000121898,0
ENSG00000121900,-0.7
ENSG00000121903,-0.6
ENSG00000121904,0.7
ENSG00000121905,-0.3
ENSG00000121931,0.5
ENSG00000121933,-0.1
ENSG00000121940,0.3
ENSG00000121957,1.1
ENSG00000121964,0
ENSG00000121966,NA
ENSG00000121988,-0.7
ENSG00000121989,0.1
ENSG00000122008,0.6
ENSG00000122012,NA
ENSG00000122025,NA
ENSG00000122026,-0.2
ENSG00000122033,-1
ENSG00000122034,0.3
ENSG00000122035,8.2
ENSG00000122042,0
ENSG00000122043,NA
ENSG00000122068,0.4
ENSG00000122085,-2.3
ENSG00000122121,0.2
ENSG00000122122,-0.1
ENSG00000122126,0.3
ENSG00000122133,NA
ENSG00000122136,NA
ENSG00000122140,-0.1
ENSG00000122145,NA
ENSG00000122176,-0.3
ENSG00000122180,0.1
ENSG00000122188,0
ENSG00000122194,-0.3
ENSG00000122203,1
ENSG00000122218,0
ENSG00000122223,NA
ENSG00000122224,NA
ENSG00000122254,0.9
ENSG00000122257,0.2
ENSG00000122299,1.5
ENSG00000122304,NA
ENSG00000122335,-0.9
ENSG00000122359,1.8
ENSG00000122367,0.5
ENSG00000122375,NA
ENSG00000122376,3.1
ENSG00000122378,0.2
ENSG00000122386,-0.7
ENSG00000122390,-0.3
ENSG00000122406,0
ENSG00000122417,-1.2
ENSG00000122420,-2.4
ENSG00000122432,0.3
ENSG00000122435,-1.2
ENSG00000122477,0.6
ENSG00000122481,0.3
ENSG00000122482,0.6
ENSG00000122483,1.1
ENSG00000122484,-1.2
ENSG00000122490,3.2
ENSG00000122497,-0.1
ENSG00000122507,-3
ENSG00000122512,-2.3
ENSG00000122515,0.4
ENSG00000122543,-0.4
ENSG00000122545,0.9
ENSG00000122547,-0.2
ENSG00000122548,NA
ENSG00000122550,-0.2
ENSG00000122557,1.8
ENSG00000122565,0
ENSG00000122566,1
ENSG00000122574,0.1
ENSG00000122584,NA
ENSG00000122585,NA
ENSG00000122591,0.5
ENSG00000122592,0.2
ENSG00000122641,2.9
ENSG00000122642,0.1
ENSG00000122643,0.3
ENSG00000122644,-0.1
ENSG00000122674,0.6
ENSG00000122678,0.7
ENSG00000122679,-2.5
ENSG00000122687,-0.2
ENSG00000122691,-0.6
ENSG00000122692,-0.1
ENSG00000122694,-0.7
ENSG00000122696,0.6
ENSG00000122705,-0.8
ENSG00000122707,-0.6
ENSG00000122711,0
ENSG00000122718,0.4
ENSG00000122728,NA
ENSG00000122729,0
ENSG00000122733,-0.1
ENSG00000122735,-0.6
ENSG00000122741,2.4
ENSG00000122756,-0.2
ENSG00000122778,-0.6
ENSG00000122779,-0.7
ENSG00000122783,0.4
ENSG00000122786,6.9
ENSG00000122787,0.1
ENSG00000122824,0.1
ENSG00000122852,NA
ENSG00000122859,NA
ENSG00000122861,-1.1
ENSG00000122862,0.2
ENSG00000122863,3.8
ENSG00000122870,-0.1
ENSG00000122872,NA
ENSG00000122873,-0.2
ENSG00000122877,-9.8
ENSG00000122882,-0.2
ENSG00000122884,-1.2
ENSG00000122912,0.3
ENSG00000122952,0
ENSG00000122958,0.8
ENSG00000122965,0.3
ENSG00000122966,-10
ENSG00000122970,4.6
ENSG00000122971,3.5
ENSG00000122986,-0.1
ENSG00000123009,0.1
ENSG00000123064,-0.1
ENSG00000123066,0.8
ENSG00000123080,-0.4
ENSG00000123091,0.1
ENSG00000123094,6.2
ENSG00000123095,-0.3
ENSG00000123096,0.2
ENSG00000123104,3.4
ENSG00000123106,0.2
ENSG00000123119,0.8
ENSG00000123124,-0.1
ENSG00000123130,3.5
ENSG00000123131,0
ENSG00000123136,0.6
ENSG00000123143,0.3
ENSG00000123144,0.9
ENSG00000123146,0.5
ENSG00000123154,1.8
ENSG00000123159,1.3
ENSG00000123165,NA
ENSG00000123171,NA
ENSG00000123178,3.7
ENSG00000123179,2.9
ENSG00000123191,-0.1
ENSG00000123200,-0.5
ENSG00000123201,-0.1
ENSG00000123213,6.6
ENSG00000123219,-0.6
ENSG00000123240,-0.1
ENSG00000123243,-0.4
ENSG00000123268,0.3
ENSG00000123297,0.6
ENSG00000123307,NA
ENSG00000123329,0.1
ENSG00000123338,-0.1
ENSG00000123342,3.3
ENSG00000123349,-0.1
ENSG00000123352,-4.7
ENSG00000123353,0.7
ENSG00000123358,6.1
ENSG00000123360,0.1
ENSG00000123364,0.2
ENSG00000123374,0.2
ENSG00000123384,-0.5
ENSG00000123388,NA
ENSG00000123395,1.5
ENSG00000123405,-6.6
ENSG00000123407,NA
ENSG00000123411,-6.6
ENSG00000123415,-0.2
ENSG00000123416,-2.8
ENSG00000123427,0.1
ENSG00000123444,0
ENSG00000123447,NA
ENSG00000123453,-0.3
ENSG00000123454,-0.3
ENSG00000123472,-0.2
ENSG00000123473,-0.2
ENSG00000123485,-0.1
ENSG00000123496,-0.1
ENSG00000123500,0.1
ENSG00000123505,2.7
ENSG00000123545,0.4
ENSG00000123552,0.5
ENSG00000123560,-0.1
ENSG00000123561,NA
ENSG00000123562,10
ENSG00000123569,NA
ENSG00000123570,-0.7
ENSG00000123572,2
ENSG00000123575,1.6
ENSG00000123576,NA
ENSG00000123584,-0.1
ENSG00000123594,NA
ENSG00000123595,0.2
ENSG00000123600,0
ENSG00000123607,1.5
ENSG00000123609,-2
ENSG00000123610,-6.8
ENSG00000123612,-3.8
ENSG00000123636,-2.1
ENSG00000123643,6
ENSG00000123684,1.6
ENSG00000123685,4.6
ENSG00000123689,-8
ENSG00000123700,-0.1
ENSG00000123728,0
ENSG00000123737,1.9
ENSG00000123739,-0.1
ENSG00000123810,-0.5
ENSG00000123815,-0.9
ENSG00000123836,0.2
ENSG00000123838,-0.1
ENSG00000123843,0
ENSG00000123870,0.4
ENSG00000123892,0
ENSG00000123901,-0.2
ENSG00000123908,2.1
ENSG00000123933,-0.6
ENSG00000123965,0
ENSG00000123975,0.1
ENSG00000123977,1
ENSG00000123983,-2.2
ENSG00000123989,1.2
ENSG00000123992,-0.3
ENSG00000123999,1.3
ENSG00000124003,-0.1
ENSG00000124006,3.3
ENSG00000124019,0.1
ENSG00000124067,0.3
ENSG00000124074,0
ENSG00000124089,NA
ENSG00000124091,-0.5
ENSG00000124092,-0.1
ENSG00000124097,-0.1
ENSG00000124098,-0.1
ENSG00000124102,0
ENSG00000124103,-0.3
ENSG00000124104,-3.6
ENSG00000124107,-0.1
ENSG00000124116,-0.1
ENSG00000124120,1.7
ENSG00000124126,-1.2
ENSG00000124134,-3.5
ENSG00000124140,-0.1
ENSG00000124143,NA
ENSG00000124145,-1.6
ENSG00000124151,10
ENSG00000124155,-0.2
ENSG00000124157,NA
ENSG00000124159,-0.5
ENSG00000124160,-0.1
ENSG00000124164,2.2
ENSG00000124171,0.6
ENSG00000124172,0.1
ENSG00000124177,-0.9
ENSG00000124181,-0.1
ENSG00000124191,-0.5
ENSG00000124193,-0.7
ENSG00000124194,-0.8
ENSG00000124196,NA
ENSG00000124198,1.8
ENSG00000124201,0.1
ENSG00000124203,NA
ENSG00000124205,0.2
ENSG00000124207,-0.5
ENSG00000124208,NA
ENSG00000124209,0.2
ENSG00000124212,-1
ENSG00000124214,-0.6
ENSG00000124215,0
ENSG00000124216,-1.4
ENSG00000124217,-0.3
ENSG00000124222,-0.2
ENSG00000124224,-0.7
ENSG00000124225,-1.3
ENSG00000124226,-6
ENSG00000124227,NA
ENSG00000124228,0.8
ENSG00000124232,NA
ENSG00000124233,NA
ENSG00000124237,NA
ENSG00000124243,-0.7
ENSG00000124249,-2.9
ENSG00000124251,-0.1
ENSG00000124253,0.2
ENSG00000124256,NA
ENSG00000124257,-0.3
ENSG00000124260,NA
ENSG00000124275,0.1
ENSG00000124279,-0.5
ENSG00000124299,-0.4
ENSG00000124302,0.1
ENSG00000124313,0.5
ENSG00000124333,0
ENSG00000124334,0.2
ENSG00000124343,0.4
ENSG00000124356,-0.2
ENSG00000124357,-2.3
ENSG00000124370,-2.1
ENSG00000124374,3.3
ENSG00000124380,0.5
ENSG00000124383,-0.8
ENSG00000124391,0
ENSG00000124399,-0.7
ENSG00000124406,-0.4
ENSG00000124422,-5.1
ENSG00000124429,NA
ENSG00000124440,7.5
ENSG00000124444,-0.5
ENSG00000124449,0.1
ENSG00000124459,-3.1
ENSG00000124466,-3.4
ENSG00000124467,-0.4
ENSG00000124469,NA
ENSG00000124479,-0.9
ENSG00000124486,2.3
ENSG00000124490,NA
ENSG00000124491,NA
ENSG00000124493,-0.2
ENSG00000124496,-9.7
ENSG00000124507,-0.4
ENSG00000124508,-1.3
ENSG00000124523,0.1
ENSG00000124529,NA
ENSG00000124532,0.1
ENSG00000124535,0.7
ENSG00000124541,0
ENSG00000124549,-0.3
ENSG00000124557,0.3
ENSG00000124562,0
ENSG00000124564,0.1
ENSG00000124568,NA
ENSG00000124570,-1.2
ENSG00000124571,0.6
ENSG00000124574,0
ENSG00000124575,0
ENSG00000124578,NA
ENSG00000124587,0.2
ENSG00000124588,-0.8
ENSG00000124593,0.2
ENSG00000124596,0.2
ENSG00000124602,0.1
ENSG00000124608,-3.2
ENSG00000124610,NA
ENSG00000124613,-1.5
ENSG00000124614,-0.3
ENSG00000124615,2
ENSG00000124635,0.1
ENSG00000124641,0.1
ENSG00000124657,0.1
ENSG00000124659,0.8
ENSG00000124664,0
ENSG00000124678,-0.2
ENSG00000124688,0.8
ENSG00000124693,NA
ENSG00000124701,0
ENSG00000124702,9.9
ENSG00000124713,0
ENSG00000124721,-0.1
ENSG00000124731,0.3
ENSG00000124733,-0.6
ENSG00000124743,0
ENSG00000124749,-0.1
ENSG00000124762,-5
ENSG00000124766,-10
ENSG00000124767,0.6
ENSG00000124772,1
ENSG00000124780,NA
ENSG00000124782,0
ENSG00000124783,-0.1
ENSG00000124784,0.2
ENSG00000124785,-0.2
ENSG00000124786,0.5
ENSG00000124787,-0.3
ENSG00000124788,-2
ENSG00000124789,0.1
ENSG00000124795,1.9
ENSG00000124802,0.6
ENSG00000124812,NA
ENSG00000124813,0.8
ENSG00000124818,0
ENSG00000124827,-0.1
ENSG00000124831,2.6
ENSG00000124835,-0.3
ENSG00000124839,1.1
ENSG00000124875,NA
ENSG00000124882,NA
ENSG00000124900,NA
ENSG00000124915,NA
ENSG00000124920,0.3
ENSG00000124935,NA
ENSG00000124939,NA
ENSG00000124942,2.1
ENSG00000125037,1.5
ENSG00000125046,0
ENSG00000125084,NA
ENSG00000125089,-1
ENSG00000125107,-0.2
ENSG00000125122,-0.1
ENSG00000125124,-1.4
ENSG00000125144,NA
ENSG00000125148,10
ENSG00000125149,-0.2
ENSG00000125166,0
ENSG00000125170,0.3
ENSG00000125207,NA
ENSG00000125245,-0.1
ENSG00000125246,0.8
ENSG00000125247,-0.9
ENSG00000125249,-0.2
ENSG00000125255,0.1
ENSG00000125257,1.4
ENSG00000125266,0.4
ENSG00000125285,0.1
ENSG00000125304,0.7
ENSG00000125319,0
ENSG00000125337,-0.2
ENSG00000125347,-1.2
ENSG00000125351,0.3
ENSG00000125352,0.3
ENSG00000125354,-0.1
ENSG00000125355,0
ENSG00000125356,1.4
ENSG00000125363,NA
ENSG00000125375,1
ENSG00000125378,0.3
ENSG00000125384,0.6
ENSG00000125385,NA
ENSG00000125386,-0.2
ENSG00000125388,-1
ENSG00000125398,-3.5
ENSG00000125409,-0.8
ENSG00000125414,0
ENSG00000125430,7.4
ENSG00000125434,0.1
ENSG00000125445,-0.1
ENSG00000125447,0.3
ENSG00000125449,0.3
ENSG00000125450,1
ENSG00000125454,0.7
ENSG00000125457,0.6
ENSG00000125458,0.9
ENSG00000125459,0
ENSG00000125462,0
ENSG00000125482,-0.3
ENSG00000125484,-0.3
ENSG00000125485,0.7
ENSG00000125492,0.1
ENSG00000125498,NA
ENSG00000125503,9.7
ENSG00000125505,-0.2
ENSG00000125508,0.4
ENSG00000125510,-1.1
ENSG00000125514,NA
ENSG00000125520,-1.8
ENSG00000125522,NA
ENSG00000125531,-0.6
ENSG00000125533,NA
ENSG00000125534,-0.2
ENSG00000125538,-0.5
ENSG00000125551,0.1
ENSG00000125571,NA
ENSG00000125611,-0.6
ENSG00000125618,-0.1
ENSG00000125629,1.5
ENSG00000125630,-0.2
ENSG00000125631,0.1
ENSG00000125633,-1.4
ENSG00000125637,-0.4
ENSG00000125648,0
ENSG00000125650,0.8
ENSG00000125651,-0.9
ENSG00000125652,0.2
ENSG00000125656,0.6
ENSG00000125657,-3.3
ENSG00000125675,-3.9
ENSG00000125676,5.1
ENSG00000125686,0
ENSG00000125691,-0.1
ENSG00000125695,NA
ENSG00000125703,-0.2
ENSG00000125726,0.6
ENSG00000125730,0.1
ENSG00000125731,-0.1
ENSG00000125733,0.8
ENSG00000125734,0
ENSG00000125735,-0.1
ENSG00000125740,0.6
ENSG00000125741,0.2
ENSG00000125743,-0.1
ENSG00000125744,1.6
ENSG00000125746,3.6
ENSG00000125753,2.7
ENSG00000125755,0.3
ENSG00000125772,-2.5
ENSG00000125775,0.5
ENSG00000125779,1.2
ENSG00000125780,-0.1
ENSG00000125787,-0.1
ENSG00000125788,NA
ENSG00000125798,NA
ENSG00000125804,-0.3
ENSG00000125810,NA
ENSG00000125812,0.5
ENSG00000125813,NA
ENSG00000125814,0.7
ENSG00000125815,NA
ENSG00000125816,NA
ENSG00000125817,0.5
ENSG00000125818,0.5
ENSG00000125820,NA
ENSG00000125821,0.4
ENSG00000125823,NA
ENSG00000125826,-0.2
ENSG00000125827,0.3
ENSG00000125831,NA
ENSG00000125834,-1
ENSG00000125835,2.2
ENSG00000125841,-1.4
ENSG00000125843,-1
ENSG00000125844,0.2
ENSG00000125845,-0.6
ENSG00000125846,-0.2
ENSG00000125848,-10
ENSG00000125850,NA
ENSG00000125851,0.2
ENSG00000125861,NA
ENSG00000125863,-1.1
ENSG00000125864,0.1
ENSG00000125868,4.7
ENSG00000125869,0
ENSG00000125870,0.3
ENSG00000125871,0.5
ENSG00000125872,1.4
ENSG00000125875,-0.1
ENSG00000125877,0.8
ENSG00000125878,NA
ENSG00000125879,NA
ENSG00000125885,0.3
ENSG00000125888,NA
ENSG00000125895,0
ENSG00000125898,0.2
ENSG00000125899,NA
ENSG00000125900,NA
ENSG00000125901,0.4
ENSG00000125903,NA
ENSG00000125910,-0.1
ENSG00000125912,0.6
ENSG00000125931,0.2
ENSG00000125944,-0.2
ENSG00000125945,-2.2
ENSG00000125952,0.5
ENSG00000125954,NA
ENSG00000125962,-1.4
ENSG00000125965,-5.8
ENSG00000125966,0.6
ENSG00000125967,-1.1
ENSG00000125968,1.5
ENSG00000125970,-4.4
ENSG00000125971,0.5
ENSG00000125975,NA
ENSG00000125977,0.2
ENSG00000125991,-0.6
ENSG00000125995,0.6
ENSG00000125997,-0.1
ENSG00000125998,-0.1
ENSG00000125999,NA
ENSG00000126001,-1.7
ENSG00000126003,0.9
ENSG00000126005,0.5
ENSG00000126010,-0.9
ENSG00000126012,0.1
ENSG00000126016,-9.9
ENSG00000126062,5
ENSG00000126067,-0.3
ENSG00000126070,0.9
ENSG00000126088,-1.1
ENSG00000126091,0
ENSG00000126106,1.6
ENSG00000126107,-1
ENSG00000126214,1.3
ENSG00000126215,0.9
ENSG00000126216,-0.4
ENSG00000126217,-0.6
ENSG00000126218,2.8
ENSG00000126226,0.4
ENSG00000126231,0
ENSG00000126233,-0.1
ENSG00000126243,1.2
ENSG00000126246,0.2
ENSG00000126247,1.4
ENSG00000126249,0.2
ENSG00000126251,NA
ENSG00000126254,1.1
ENSG00000126259,NA
ENSG00000126261,1.9
ENSG00000126262,NA
ENSG00000126264,0.4
ENSG00000126266,NA
ENSG00000126267,0
ENSG00000126337,0.3
ENSG00000126351,1
ENSG00000126353,0.1
ENSG00000126368,-1.4
ENSG00000126391,1.8
ENSG00000126432,0
ENSG00000126453,0.4
ENSG00000126456,-0.5
ENSG00000126457,-0.3
ENSG00000126458,4.4
ENSG00000126460,-0.2
ENSG00000126461,1.7
ENSG00000126464,0
ENSG00000126467,-0.2
ENSG00000126500,-0.2
ENSG00000126522,1.2
ENSG00000126524,2
ENSG00000126542,-0.2
ENSG00000126545,-0.1
ENSG00000126549,NA
ENSG00000126550,NA
ENSG00000126561,8
ENSG00000126562,-1
ENSG00000126581,1.8
ENSG00000126583,0.4
ENSG00000126602,-0.5
ENSG00000126603,-0.3
ENSG00000126653,0.1
ENSG00000126698,-1
